21:15:36.462 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/gpfs/apps/haswell/software/java-jdk-1.8.0_92/gatk/4.0.6.0/gatk-package-4.0.6.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
21:15:36.485 WARN  NativeLibraryLoader - Unable to load libgkl_compression.so from native/libgkl_compression.so (/tmp/mleukam/libgkl_compression5931434480644994429.so: /tmp/mleukam/libgkl_compression5931434480644994429.so: failed to map segment from shared object: Operation not permitted)
21:15:36.487 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/gpfs/apps/haswell/software/java-jdk-1.8.0_92/gatk/4.0.6.0/gatk-package-4.0.6.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
21:15:36.506 WARN  NativeLibraryLoader - Unable to load libgkl_compression.so from native/libgkl_compression.so (/tmp/mleukam/libgkl_compression7364374141984639527.so: /tmp/mleukam/libgkl_compression7364374141984639527.so: failed to map segment from shared object: Operation not permitted)
21:15:36.683 INFO  BaseRecalibrator - ------------------------------------------------------------
21:15:36.683 INFO  BaseRecalibrator - The Genome Analysis Toolkit (GATK) v4.0.6.0
21:15:36.684 INFO  BaseRecalibrator - For support and documentation go to https://software.broadinstitute.org/gatk/
21:15:36.685 INFO  BaseRecalibrator - Executing as mleukam@cri16cn047 on Linux v2.6.32-573.12.1.el6.x86_64 amd64
21:15:36.685 INFO  BaseRecalibrator - Java runtime: Java HotSpot(TM) 64-Bit Server VM v1.8.0_92-b14
21:15:36.686 INFO  BaseRecalibrator - Start Date/Time: February 17, 2019 9:15:36 PM CST
21:15:36.686 INFO  BaseRecalibrator - ------------------------------------------------------------
21:15:36.686 INFO  BaseRecalibrator - ------------------------------------------------------------
21:15:36.687 INFO  BaseRecalibrator - HTSJDK Version: 2.16.0
21:15:36.687 INFO  BaseRecalibrator - Picard Version: 2.18.7
21:15:36.687 INFO  BaseRecalibrator - HTSJDK Defaults.COMPRESSION_LEVEL : 2
21:15:36.687 INFO  BaseRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
21:15:36.687 INFO  BaseRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
21:15:36.687 INFO  BaseRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
21:15:36.687 INFO  BaseRecalibrator - Deflater: JdkDeflater
21:15:36.688 INFO  BaseRecalibrator - Inflater: JdkInflater
21:15:36.688 INFO  BaseRecalibrator - GCS max retries/reopens: 20
21:15:36.688 INFO  BaseRecalibrator - Using google-cloud-java patch 6d11bef1c81f885c26b2b56c8616b7a705171e4f from https://github.com/droazen/google-cloud-java/tree/dr_all_nio_fixes
21:15:36.688 INFO  BaseRecalibrator - Initializing engine
21:15:37.266 WARN  IntelDeflaterFactory - IntelInflater is not supported, using Java.util.zip.Inflater
21:15:37.273 WARN  IntelDeflaterFactory - IntelInflater is not supported, using Java.util.zip.Inflater
21:15:37.720 INFO  FeatureManager - Using codec VCFCodec to read file file:///scratch/mleukam/mouse/mgp.v5.merged.indels.dbSNP142.normed.vcf
21:15:37.959 INFO  FeatureManager - Using codec VCFCodec to read file file:///scratch/mleukam/mouse/mgp.v5.merged.snps_all.dbSNP142.vcf
21:15:38.070 INFO  BaseRecalibrator - Done initializing engine
21:15:38.107 INFO  BaseRecalibrationEngine - The covariates being used here: 
21:15:38.108 INFO  BaseRecalibrationEngine - 	ReadGroupCovariate
21:15:38.108 INFO  BaseRecalibrationEngine - 	QualityScoreCovariate
21:15:38.108 INFO  BaseRecalibrationEngine - 	ContextCovariate
21:15:38.108 INFO  BaseRecalibrationEngine - 	CycleCovariate
21:15:38.112 INFO  ProgressMeter - Starting traversal
21:15:38.113 INFO  ProgressMeter -        Current Locus  Elapsed Minutes       Reads Processed     Reads/Minute
02:58:28.658 INFO  ProgressMeter -           3:58887948            342.8             784004000        2286776.6
02:58:38.682 INFO  ProgressMeter -           3:59625170            343.0             784392000        2286793.9
02:58:48.694 INFO  ProgressMeter -           3:60444296            343.2             784782000        2286818.4
02:58:58.710 INFO  ProgressMeter -           3:61202490            343.3             785166000        2286825.0
02:59:08.734 INFO  ProgressMeter -           3:62008539            343.5             785552000        2286836.5
02:59:18.747 INFO  ProgressMeter -           3:62800661            343.7             785934000        2286837.5
02:59:28.770 INFO  ProgressMeter -           3:63540229            343.8             786318000        2286843.3
02:59:38.791 INFO  ProgressMeter -           3:64264574            344.0             786707000        2286863.8
02:59:48.796 INFO  ProgressMeter -           3:65061917            344.2             787089000        2286865.8
02:59:58.812 INFO  ProgressMeter -           3:65748224            344.3             787473000        2286872.3
03:00:08.829 INFO  ProgressMeter -           3:66473160            344.5             787856000        2286875.8
03:00:18.849 INFO  ProgressMeter -           3:67283151            344.7             788245000        2286896.4
03:00:28.851 INFO  ProgressMeter -           3:68012383            344.8             788630000        2286907.3
03:00:38.862 INFO  ProgressMeter -           3:68688990            345.0             789011000        2286905.7
03:00:48.867 INFO  ProgressMeter -           3:69390485            345.2             789395000        2286913.4
03:00:58.886 INFO  ProgressMeter -           3:70092040            345.3             789775000        2286907.9
03:01:08.900 INFO  ProgressMeter -           3:70912509            345.5             790155000        2286903.0
03:01:18.901 INFO  ProgressMeter -           3:71776095            345.7             790527000        2286876.5
03:01:28.917 INFO  ProgressMeter -           3:72643567            345.8             790897000        2286842.5
03:01:38.926 INFO  ProgressMeter -           3:73508559            346.0             791275000        2286832.4
03:01:48.939 INFO  ProgressMeter -           3:74362376            346.2             791647000        2286804.6
03:01:58.939 INFO  ProgressMeter -           3:75200938            346.3             792025000        2286795.5
03:02:08.962 INFO  ProgressMeter -           3:75961297            346.5             792409000        2286801.3
03:02:18.970 INFO  ProgressMeter -           3:76779985            346.7             792782000        2286776.9
03:02:28.987 INFO  ProgressMeter -           3:77614788            346.8             793155000        2286751.6
03:02:38.989 INFO  ProgressMeter -           3:78439900            347.0             793533000        2286742.4
03:02:49.014 INFO  ProgressMeter -           3:79210753            347.2             793912000        2286733.5
03:02:59.025 INFO  ProgressMeter -           3:79873918            347.3             794292000        2286729.1
03:03:09.036 INFO  ProgressMeter -           3:80632462            347.5             794672000        2286724.7
03:03:19.055 INFO  ProgressMeter -           3:81400668            347.7             795046000        2286702.1
03:03:29.077 INFO  ProgressMeter -           3:82161205            347.8             795426000        2286696.5
03:03:39.083 INFO  ProgressMeter -           3:82876989            348.0             795808000        2286698.4
03:03:49.095 INFO  ProgressMeter -           3:83581339            348.2             796193000        2286708.2
03:03:59.110 INFO  ProgressMeter -           3:84242143            348.3             796579000        2286720.6
03:04:09.113 INFO  ProgressMeter -           3:84915513            348.5             796963000        2286728.5
03:04:19.119 INFO  ProgressMeter -           3:85589720            348.7             797351000        2286747.6
03:04:29.128 INFO  ProgressMeter -           3:86269497            348.9             797737000        2286760.6
03:04:39.198 INFO  ProgressMeter -           3:87026674            349.0             798126000        2286775.5
03:04:49.209 INFO  ProgressMeter -           3:87728412            349.2             798512000        2286788.2
03:04:59.227 INFO  ProgressMeter -           3:88373352            349.4             798900000        2286805.9
03:05:09.239 INFO  ProgressMeter -           3:89092783            349.5             799280000        2286801.4
03:05:19.256 INFO  ProgressMeter -           3:89731806            349.7             799668000        2286819.2
03:05:29.276 INFO  ProgressMeter -           3:90400004            349.9             800057000        2286839.5
03:05:39.284 INFO  ProgressMeter -           3:91129730            350.0             800447000        2286863.9
03:05:49.308 INFO  ProgressMeter -           3:91850721            350.2             800810000        2286809.5
03:05:59.309 INFO  ProgressMeter -           3:92677323            350.4             801189000        2286803.3
03:06:09.315 INFO  ProgressMeter -           3:93434328            350.5             801575000        2286816.5
03:06:19.319 INFO  ProgressMeter -           3:94221254            350.7             801939000        2286767.2
03:06:29.333 INFO  ProgressMeter -           3:94891944            350.9             802323000        2286773.9
03:06:39.437 INFO  ProgressMeter -           3:95543338            351.0             802715000        2286793.6
03:06:49.457 INFO  ProgressMeter -           3:96187359            351.2             803111000        2286833.7
03:06:59.458 INFO  ProgressMeter -           3:96884929            351.4             803494000        2286838.9
03:07:09.476 INFO  ProgressMeter -           3:97566643            351.5             803880000        2286850.8
03:07:19.490 INFO  ProgressMeter -           3:98216935            351.7             804267000        2286865.9
03:07:29.504 INFO  ProgressMeter -           3:99028017            351.9             804647000        2286861.2
03:07:39.527 INFO  ProgressMeter -           3:99785699            352.0             805032000        2286869.6
03:07:49.549 INFO  ProgressMeter -          3:100474832            352.2             805422000        2286892.5
03:07:59.687 INFO  ProgressMeter -          3:101145392            352.4             805815000        2286911.1
03:08:09.687 INFO  ProgressMeter -          3:101799577            352.5             806205000        2286936.2
03:08:19.687 INFO  ProgressMeter -          3:102479022            352.7             806589000        2286944.3
03:08:29.687 INFO  ProgressMeter -          3:103213706            352.9             806978000        2286966.5
03:08:39.709 INFO  ProgressMeter -          3:103899833            353.0             807363000        2286975.0
03:08:49.716 INFO  ProgressMeter -          3:104629989            353.2             807757000        2287010.6
03:08:59.716 INFO  ProgressMeter -          3:105300169            353.4             808141000        2287018.6
03:09:09.735 INFO  ProgressMeter -          3:105965588            353.5             808532000        2287044.3
03:09:19.745 INFO  ProgressMeter -          3:106686825            353.7             808909000        2287031.5
03:09:29.747 INFO  ProgressMeter -          3:107390018            353.9             809303000        2287067.5
03:09:39.753 INFO  ProgressMeter -          3:108031795            354.0             809696000        2287100.2
03:09:49.761 INFO  ProgressMeter -          3:108667604            354.2             810085000        2287121.5
03:09:59.780 INFO  ProgressMeter -          3:109351536            354.4             810467000        2287121.8
03:10:09.800 INFO  ProgressMeter -          3:110048024            354.5             810850000        2287124.7
03:10:19.823 INFO  ProgressMeter -          3:110834594            354.7             811234000        2287130.1
03:10:29.844 INFO  ProgressMeter -          3:111702418            354.9             811606000        2287102.0
03:10:39.863 INFO  ProgressMeter -          3:112590244            355.0             811979000        2287076.9
03:10:49.865 INFO  ProgressMeter -          3:113668499            355.2             812348000        2287042.4
03:10:59.879 INFO  ProgressMeter -          3:114548766            355.4             812722000        2287020.7
03:11:09.889 INFO  ProgressMeter -          3:115408631            355.5             813097000        2287002.3
03:11:19.900 INFO  ProgressMeter -          3:116119449            355.7             813480000        2287006.2
03:11:29.919 INFO  ProgressMeter -          3:116800387            355.9             813863000        2287009.4
03:11:39.934 INFO  ProgressMeter -          3:117538720            356.0             814239000        2286993.2
03:11:49.934 INFO  ProgressMeter -          3:118295579            356.2             814621000        2286995.6
03:11:59.937 INFO  ProgressMeter -          3:119081295            356.4             815004000        2287000.4
03:12:09.951 INFO  ProgressMeter -          3:119829316            356.5             815392000        2287018.2
03:12:20.123 INFO  ProgressMeter -          3:120592393            356.7             815782000        2287024.4
03:12:30.134 INFO  ProgressMeter -          3:121334912            356.9             816167000        2287034.0
03:12:40.135 INFO  ProgressMeter -          3:121972943            357.0             816549000        2287036.2
03:12:50.154 INFO  ProgressMeter -          3:122601409            357.2             816933000        2287042.1
03:13:00.168 INFO  ProgressMeter -          3:123287377            357.4             817314000        2287040.1
03:13:10.176 INFO  ProgressMeter -          3:124064913            357.5             817688000        2287019.2
03:13:20.187 INFO  ProgressMeter -          3:124924227            357.7             818061000        2286995.2
03:13:30.193 INFO  ProgressMeter -          3:125771376            357.9             818433000        2286968.9
03:13:40.200 INFO  ProgressMeter -          3:126549905            358.0             818809000        2286953.8
03:13:50.203 INFO  ProgressMeter -          3:127224030            358.2             819169000        2286894.4
03:14:00.206 INFO  ProgressMeter -          3:127917738            358.4             819539000        2286863.0
03:14:10.223 INFO  ProgressMeter -          3:128670155            358.5             819921000        2286863.5
03:14:20.224 INFO  ProgressMeter -          3:129415580            358.7             820309000        2286882.5
03:14:30.237 INFO  ProgressMeter -          3:130050981            358.9             820692000        2286886.3
03:14:40.261 INFO  ProgressMeter -          3:130733253            359.0             821074000        2286886.2
03:14:50.270 INFO  ProgressMeter -          3:131491213            359.2             821457000        2286890.4
03:15:00.279 INFO  ProgressMeter -          3:132195990            359.4             821840000        2286894.6
03:15:10.281 INFO  ProgressMeter -          3:132920992            359.5             822222000        2286896.7
03:15:20.292 INFO  ProgressMeter -          3:133631864            359.7             822605000        2286900.7
03:15:30.315 INFO  ProgressMeter -          3:134380027            359.9             822988000        2286903.4
03:15:40.329 INFO  ProgressMeter -          3:135169229            360.0             823366000        2286893.2
03:15:50.348 INFO  ProgressMeter -          3:135829779            360.2             823746000        2286888.0
03:16:00.352 INFO  ProgressMeter -          3:136578761            360.4             824126000        2286884.4
03:16:10.507 INFO  ProgressMeter -          3:137294761            360.5             824517000        2286895.3
03:16:20.507 INFO  ProgressMeter -          3:138009066            360.7             824902000        2286906.0
03:16:30.522 INFO  ProgressMeter -          3:138677030            360.9             825283000        2286904.0
03:16:40.543 INFO  ProgressMeter -          3:139356581            361.0             825664000        2286901.3
03:16:50.558 INFO  ProgressMeter -          3:140166786            361.2             826040000        2286885.5
03:17:00.579 INFO  ProgressMeter -          3:140995052            361.4             826413000        2286860.7
03:17:10.598 INFO  ProgressMeter -          3:141774261            361.5             826793000        2286855.6
03:17:20.604 INFO  ProgressMeter -          3:142455538            361.7             827174000        2286854.5
03:17:30.613 INFO  ProgressMeter -          3:143104099            361.9             827555000        2286853.2
03:17:40.624 INFO  ProgressMeter -          3:143822762            362.0             827945000        2286876.5
03:17:50.649 INFO  ProgressMeter -          3:144500551            362.2             828331000        2286887.7
03:18:00.653 INFO  ProgressMeter -          3:145183145            362.4             828715000        2286894.7
03:18:10.662 INFO  ProgressMeter -          3:145853874            362.5             829098000        2286898.9
03:18:20.684 INFO  ProgressMeter -          3:146507154            362.7             829478000        2286893.4
03:18:30.693 INFO  ProgressMeter -          3:147176937            362.9             829861000        2286897.6
03:18:40.709 INFO  ProgressMeter -          3:147920087            363.0             830242000        2286895.5
03:18:50.733 INFO  ProgressMeter -          3:148652157            363.2             830628000        2286906.3
03:19:00.738 INFO  ProgressMeter -          3:149336019            363.4             831011000        2286910.9
03:19:10.756 INFO  ProgressMeter -          3:150091841            363.5             831404000        2286941.6
03:19:20.781 INFO  ProgressMeter -          3:150892990            363.7             831786000        2286941.3
03:19:30.795 INFO  ProgressMeter -          3:151660387            363.9             832171000        2286950.4
03:19:40.812 INFO  ProgressMeter -          3:152373422            364.0             832555000        2286956.4
03:19:50.830 INFO  ProgressMeter -          3:153036324            364.2             832940000        2286965.0
03:20:00.844 INFO  ProgressMeter -          3:153685891            364.4             833325000        2286974.1
03:20:10.864 INFO  ProgressMeter -          3:154354304            364.5             833708000        2286977.1
03:20:20.870 INFO  ProgressMeter -          3:155035294            364.7             834092000        2286984.3
03:20:30.877 INFO  ProgressMeter -          3:155764689            364.9             834476000        2286991.3
03:20:40.881 INFO  ProgressMeter -          3:156540129            365.0             834861000        2287001.4
03:20:50.883 INFO  ProgressMeter -          3:157258814            365.2             835247000        2287014.4
03:21:00.904 INFO  ProgressMeter -          3:157964219            365.4             835644000        2287055.5
03:21:10.909 INFO  ProgressMeter -          3:158757629            365.5             836040000        2287095.5
03:21:20.918 INFO  ProgressMeter -          3:159569411            365.7             836435000        2287132.4
03:21:30.923 INFO  ProgressMeter -            4:3090561            365.9             836861000        2287254.3
03:21:40.944 INFO  ProgressMeter -            4:3671650            366.0             837251000        2287276.2
03:21:50.954 INFO  ProgressMeter -            4:4395940            366.2             837646000        2287312.8
03:22:00.974 INFO  ProgressMeter -            4:5146904            366.4             838036000        2287334.7
03:22:10.978 INFO  ProgressMeter -            4:5869807            366.5             838426000        2287358.2
03:22:20.985 INFO  ProgressMeter -            4:6596195            366.7             838809000        2287362.3
03:22:30.988 INFO  ProgressMeter -            4:7328191            366.9             839197000        2287380.5
03:22:40.992 INFO  ProgressMeter -            4:8123488            367.0             839582000        2287390.3
03:22:50.994 INFO  ProgressMeter -            4:8841259            367.2             839965000        2287394.9
03:23:01.001 INFO  ProgressMeter -            4:9516109            367.4             840352000        2287409.9
03:23:11.058 INFO  ProgressMeter -           4:10248908            367.5             840735000        2287408.8
03:23:21.067 INFO  ProgressMeter -           4:10993322            367.7             841125000        2287431.7
03:23:31.082 INFO  ProgressMeter -           4:11648141            367.9             841512000        2287445.8
03:23:41.096 INFO  ProgressMeter -           4:12336722            368.0             841902000        2287468.1
03:23:51.106 INFO  ProgressMeter -           4:13105163            368.2             842290000        2287485.4
03:24:01.117 INFO  ProgressMeter -           4:13849754            368.4             842678000        2287502.6
03:24:11.132 INFO  ProgressMeter -           4:14609318            368.6             843064000        2287514.0
03:24:21.150 INFO  ProgressMeter -           4:15358293            368.7             843449000        2287522.3
03:24:31.155 INFO  ProgressMeter -           4:16088135            368.9             843831000        2287523.9
03:24:41.165 INFO  ProgressMeter -           4:16892593            369.1             844218000        2287538.3
03:24:51.174 INFO  ProgressMeter -           4:17763791            369.2             844599000        2287536.7
03:25:01.189 INFO  ProgressMeter -           4:18618739            369.4             844977000        2287526.3
03:25:11.191 INFO  ProgressMeter -           4:19447139            369.6             845358000        2287525.4
03:25:21.213 INFO  ProgressMeter -           4:20184257            369.7             845743000        2287533.3
03:25:31.218 INFO  ProgressMeter -           4:20972453            369.9             846125000        2287534.8
03:25:41.232 INFO  ProgressMeter -           4:21781678            370.1             846507000        2287535.4
03:25:51.254 INFO  ProgressMeter -           4:22481289            370.2             846895000        2287551.3
03:26:01.272 INFO  ProgressMeter -           4:23299519            370.4             847279000        2287556.9
03:26:11.283 INFO  ProgressMeter -           4:24156743            370.6             847663000        2287563.1
03:26:21.283 INFO  ProgressMeter -           4:24912698            370.7             848042000        2287557.0
03:26:31.296 INFO  ProgressMeter -           4:25700716            370.9             848422000        2287552.3
03:26:41.315 INFO  ProgressMeter -           4:26513758            371.1             848801000        2287544.3
03:26:51.319 INFO  ProgressMeter -           4:27367236            371.2             849175000        2287524.4
03:27:01.335 INFO  ProgressMeter -           4:28213987            371.4             849548000        2287500.4
03:27:11.336 INFO  ProgressMeter -           4:29015297            371.6             849927000        2287494.3
03:27:21.342 INFO  ProgressMeter -           4:29840495            371.7             850310000        2287498.4
03:27:31.345 INFO  ProgressMeter -           4:30700999            371.9             850689000        2287492.0
03:27:41.356 INFO  ProgressMeter -           4:31481056            372.1             851073000        2287498.3
03:27:51.370 INFO  ProgressMeter -           4:32206729            372.2             851459000        2287509.6
03:28:01.372 INFO  ProgressMeter -           4:32868595            372.4             851852000        2287541.0
03:28:11.392 INFO  ProgressMeter -           4:33551360            372.6             852237000        2287549.0
03:28:21.412 INFO  ProgressMeter -           4:34275489            372.7             852630000        2287578.4
03:28:31.420 INFO  ProgressMeter -           4:34981557            372.9             853017000        2287593.0
03:28:41.442 INFO  ProgressMeter -           4:35722642            373.1             853404000        2287606.1
03:28:51.444 INFO  ProgressMeter -           4:36531007            373.2             853788000        2287613.2
03:29:01.447 INFO  ProgressMeter -           4:37375731            373.4             854165000        2287601.5
03:29:11.454 INFO  ProgressMeter -           4:38237237            373.6             854543000        2287592.0
03:29:21.473 INFO  ProgressMeter -           4:39084474            373.7             854915000        2287565.3
03:29:31.492 INFO  ProgressMeter -           4:39894022            373.9             855298000        2287568.0
03:29:41.499 INFO  ProgressMeter -           4:40580506            374.1             855686000        2287585.3
03:29:51.528 INFO  ProgressMeter -           4:41268607            374.2             856080000        2287617.1
03:30:01.535 INFO  ProgressMeter -           4:42834656            374.4             856462000        2287617.6
03:30:11.558 INFO  ProgressMeter -           4:43480313            374.6             856842000        2287612.0
03:30:21.573 INFO  ProgressMeter -           4:44120017            374.7             857223000        2287609.6
03:30:31.580 INFO  ProgressMeter -           4:44813744            374.9             857606000        2287613.6
03:30:41.582 INFO  ProgressMeter -           4:45471073            375.1             857993000        2287628.6
03:30:51.590 INFO  ProgressMeter -           4:46127232            375.2             858378000        2287637.8
03:31:01.611 INFO  ProgressMeter -           4:46796974            375.4             858762000        2287642.9
03:31:11.620 INFO  ProgressMeter -           4:47447221            375.6             859150000        2287659.9
03:31:21.642 INFO  ProgressMeter -           4:48144598            375.7             859548000        2287702.2
03:31:31.649 INFO  ProgressMeter -           4:48849122            375.9             859939000        2287727.3
03:31:41.653 INFO  ProgressMeter -           4:49559965            376.1             860324000        2287736.8
03:31:51.660 INFO  ProgressMeter -           4:50300559            376.2             860713000        2287756.5
03:32:01.680 INFO  ProgressMeter -           4:51180480            376.4             861087000        2287735.5
03:32:11.690 INFO  ProgressMeter -           4:52019293            376.6             861469000        2287736.0
03:32:21.703 INFO  ProgressMeter -           4:52792765            376.7             861855000        2287747.2
03:32:31.726 INFO  ProgressMeter -           4:53492428            376.9             862242000        2287760.0
03:32:41.726 INFO  ProgressMeter -           4:54201073            377.1             862628000        2287772.5
03:32:51.731 INFO  ProgressMeter -           4:54983730            377.2             863018000        2287795.1
03:33:01.746 INFO  ProgressMeter -           4:55668865            377.4             863400000        2287795.4
03:33:11.758 INFO  ProgressMeter -           4:56364123            377.6             863792000        2287822.6
03:33:21.764 INFO  ProgressMeter -           4:57064272            377.7             864178000        2287834.4
03:33:31.764 INFO  ProgressMeter -           4:57720545            377.9             864561000        2287838.9
03:33:41.773 INFO  ProgressMeter -           4:58415748            378.1             864944000        2287842.4
03:33:51.785 INFO  ProgressMeter -           4:59132523            378.2             865327000        2287845.7
03:34:01.794 INFO  ProgressMeter -           4:59813950            378.4             865714000        2287859.8
03:34:11.808 INFO  ProgressMeter -           4:62104906            378.6             866076000        2287807.4
03:34:21.820 INFO  ProgressMeter -           4:62731283            378.7             866473000        2287847.7
03:34:31.830 INFO  ProgressMeter -           4:63380428            378.9             866857000        2287853.8
03:34:41.836 INFO  ProgressMeter -           4:64032698            379.1             867243000        2287865.5
03:34:51.848 INFO  ProgressMeter -           4:64789857            379.2             867627000        2287871.4
03:35:01.861 INFO  ProgressMeter -           4:65537795            379.4             868021000        2287903.6
03:35:11.879 INFO  ProgressMeter -           4:66266083            379.6             868407000        2287914.1
03:35:21.884 INFO  ProgressMeter -           4:67040146            379.7             868794000        2287928.5
03:35:31.902 INFO  ProgressMeter -           4:67829980            379.9             869171000        2287915.4
03:35:41.916 INFO  ProgressMeter -           4:68642752            380.1             869554000        2287918.4
03:35:51.929 INFO  ProgressMeter -           4:69431608            380.2             869946000        2287945.2
03:36:01.941 INFO  ProgressMeter -           4:70161249            380.4             870333000        2287959.0
03:36:11.957 INFO  ProgressMeter -           4:70825720            380.6             870722000        2287977.4
03:36:21.977 INFO  ProgressMeter -           4:71600269            380.7             871104000        2287977.2
03:36:31.989 INFO  ProgressMeter -           4:72340402            380.9             871492000        2287993.5
03:36:41.993 INFO  ProgressMeter -           4:73141809            381.1             871874000        2287994.9
03:36:52.012 INFO  ProgressMeter -           4:74018348            381.2             872253000        2287986.8
03:37:02.027 INFO  ProgressMeter -           4:74797758            381.4             872636000        2287989.7
03:37:12.028 INFO  ProgressMeter -           4:75633780            381.6             873017000        2287988.9
03:37:22.044 INFO  ProgressMeter -           4:76372337            381.7             873401000        2287994.1
03:37:32.067 INFO  ProgressMeter -           4:77156916            381.9             873780000        2287985.7
03:37:42.085 INFO  ProgressMeter -           4:77952319            382.1             874142000        2287933.3
03:37:52.094 INFO  ProgressMeter -           4:78799519            382.2             874509000        2287895.0
03:38:02.113 INFO  ProgressMeter -           4:79683354            382.4             874891000        2287894.9
03:38:12.123 INFO  ProgressMeter -           4:80516501            382.6             875267000        2287880.0
03:38:22.128 INFO  ProgressMeter -           4:81297819            382.7             875646000        2287873.4
03:38:32.142 INFO  ProgressMeter -           4:82077211            382.9             876034000        2287889.5
03:38:42.167 INFO  ProgressMeter -           4:82769777            383.1             876430000        2287925.5
03:38:52.175 INFO  ProgressMeter -           4:83490006            383.2             876813000        2287928.9
03:39:02.195 INFO  ProgressMeter -           4:84218785            383.4             877199000        2287939.2
03:39:12.204 INFO  ProgressMeter -           4:84895383            383.6             877583000        2287945.2
03:39:22.224 INFO  ProgressMeter -           4:85637244            383.7             877964000        2287942.4
03:39:32.231 INFO  ProgressMeter -           4:86356758            383.9             878350000        2287953.9
03:39:42.252 INFO  ProgressMeter -           4:87057029            384.1             878732000        2287953.6
03:39:52.263 INFO  ProgressMeter -           4:87778364            384.2             879119000        2287967.2
03:40:02.286 INFO  ProgressMeter -           4:88503454            384.4             879508000        2287984.9
03:40:12.289 INFO  ProgressMeter -           4:89233840            384.6             879886000        2287976.0
03:40:22.293 INFO  ProgressMeter -           4:90067375            384.7             880274000        2287992.9
03:40:32.296 INFO  ProgressMeter -           4:90882975            384.9             880658000        2287999.5
03:40:42.324 INFO  ProgressMeter -           4:91662243            385.1             881043000        2288006.3
03:40:52.338 INFO  ProgressMeter -           4:92501917            385.2             881427000        2288011.8
03:41:02.352 INFO  ProgressMeter -           4:93357350            385.4             881806000        2288004.4
03:41:12.368 INFO  ProgressMeter -           4:94175650            385.6             882191000        2288012.3
03:41:22.382 INFO  ProgressMeter -           4:94941363            385.7             882577000        2288023.0
03:41:32.394 INFO  ProgressMeter -           4:95608844            385.9             882964000        2288036.5
03:41:42.416 INFO  ProgressMeter -           4:96319044            386.1             883347000        2288038.6
03:41:52.416 INFO  ProgressMeter -           4:97064725            386.2             883735000        2288055.9
03:42:02.427 INFO  ProgressMeter -           4:97782863            386.4             884132000        2288095.3
03:42:12.448 INFO  ProgressMeter -           4:98448055            386.6             884522000        2288115.6
03:42:22.461 INFO  ProgressMeter -           4:99127758            386.7             884903000        2288113.4
03:42:32.471 INFO  ProgressMeter -           4:99884011            386.9             885288000        2288121.9
03:42:42.476 INFO  ProgressMeter -          4:100570876            387.1             885676000        2288138.5
03:42:52.476 INFO  ProgressMeter -          4:101270747            387.2             886059000        2288142.8
03:43:02.482 INFO  ProgressMeter -          4:101932912            387.4             886441000        2288143.9
03:43:12.491 INFO  ProgressMeter -          4:102628850            387.6             886826000        2288152.4
03:43:22.513 INFO  ProgressMeter -          4:103330458            387.7             887206000        2288146.7
03:43:32.536 INFO  ProgressMeter -          4:104017890            387.9             887594000        2288161.6
03:43:42.622 INFO  ProgressMeter -          4:104700995            388.1             887984000        2288175.4
03:43:52.641 INFO  ProgressMeter -          4:105380668            388.2             888377000        2288203.5
03:44:02.653 INFO  ProgressMeter -          4:106101281            388.4             888765000        2288219.4
03:44:12.668 INFO  ProgressMeter -          4:106750661            388.6             889153000        2288235.1
03:44:22.682 INFO  ProgressMeter -          4:107381554            388.7             889539000        2288245.5
03:44:32.689 INFO  ProgressMeter -          4:108045058            388.9             889922000        2288249.0
03:44:42.693 INFO  ProgressMeter -          4:108779282            389.1             890308000        2288260.5
03:44:52.704 INFO  ProgressMeter -          4:109453033            389.2             890698000        2288281.6
03:45:02.718 INFO  ProgressMeter -          4:110203839            389.4             891095000        2288320.3
03:45:12.723 INFO  ProgressMeter -          4:111029215            389.6             891479000        2288326.5
03:45:22.738 INFO  ProgressMeter -          4:111746926            389.7             891865000        2288336.9
03:45:32.756 INFO  ProgressMeter -          4:113487015            389.9             892165000        2288126.4
03:45:42.764 INFO  ProgressMeter -          4:114450525            390.1             892447000        2287870.9
03:45:52.766 INFO  ProgressMeter -          4:115106284            390.2             892839000        2287898.1
03:46:02.770 INFO  ProgressMeter -          4:115849964            390.4             893222000        2287902.0
03:46:12.785 INFO  ProgressMeter -          4:116542042            390.6             893612000        2287922.8
03:46:22.786 INFO  ProgressMeter -          4:117232287            390.7             893996000        2287929.5
03:46:32.786 INFO  ProgressMeter -          4:117907649            390.9             894387000        2287954.3
03:46:42.803 INFO  ProgressMeter -          4:118547257            391.1             894771000        2287959.5
03:46:52.815 INFO  ProgressMeter -          4:119189427            391.2             895148000        2287947.3
03:47:02.823 INFO  ProgressMeter -          4:119846417            391.4             895532000        2287953.3
03:47:12.837 INFO  ProgressMeter -          4:120527623            391.6             895922000        2287974.1
